"Date","Unit_ID","Name_Full","Name_Short","New_Cases","New_Fatal","New_Deaths"
2020-09-22,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",2,0,0
2020-09-23,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-09-24,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",1,0,0
2020-09-25,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-09-26,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",3,0,0
2020-09-27,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-09-28,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-09-29,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-09-30,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",1,0,0
2020-10-01,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",1,0,0
2020-10-02,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-10-03,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",1,0,0
2020-10-04,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",1,0,0
2020-10-05,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",1,0,0
2020-10-06,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",1,0,0
2020-10-07,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-10-08,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-10-09,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-10-10,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-10-11,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",1,0,0
2020-10-12,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-10-13,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-10-14,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-10-15,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-10-16,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",0,0,0
2020-01-23,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-01-24,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-01-25,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-01-26,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-01-27,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-01-28,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-01-29,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-01-30,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-01-31,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-01,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-02,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-03,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-04,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-05,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-06,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-07,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-08,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-09,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-10,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-11,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-12,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-13,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-14,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-15,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-16,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-17,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-18,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-19,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-20,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-21,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-22,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-23,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-24,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-25,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-26,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-27,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-28,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-02-29,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-01,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-02,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-03,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-04,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-05,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-06,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-07,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-08,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-03-09,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-10,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-11,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-03-12,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-03-13,3536,"Halton Regional Health Unit","Halton",6,0,0
2020-03-14,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-03-15,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-03-16,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-03-17,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-03-18,3536,"Halton Regional Health Unit","Halton",1,1,0
2020-03-19,3536,"Halton Regional Health Unit","Halton",0,0,1
2020-03-20,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-03-21,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-03-22,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-03-23,3536,"Halton Regional Health Unit","Halton",3,1,0
2020-03-24,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-03-25,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-03-26,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-03-27,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-03-28,3536,"Halton Regional Health Unit","Halton",15,1,0
2020-03-29,3536,"Halton Regional Health Unit","Halton",10,1,0
2020-03-30,3536,"Halton Regional Health Unit","Halton",14,0,0
2020-03-31,3536,"Halton Regional Health Unit","Halton",16,1,0
2020-04-01,3536,"Halton Regional Health Unit","Halton",28,0,0
2020-04-02,3536,"Halton Regional Health Unit","Halton",22,1,1
2020-04-03,3536,"Halton Regional Health Unit","Halton",25,2,0
2020-04-04,3536,"Halton Regional Health Unit","Halton",11,0,0
2020-04-05,3536,"Halton Regional Health Unit","Halton",16,1,0
2020-04-06,3536,"Halton Regional Health Unit","Halton",21,1,0
2020-04-07,3536,"Halton Regional Health Unit","Halton",7,0,0
2020-04-08,3536,"Halton Regional Health Unit","Halton",23,4,0
2020-04-09,3536,"Halton Regional Health Unit","Halton",11,0,2
2020-04-10,3536,"Halton Regional Health Unit","Halton",9,1,0
2020-04-11,3536,"Halton Regional Health Unit","Halton",13,2,0
2020-04-12,3536,"Halton Regional Health Unit","Halton",44,1,0
2020-04-13,3536,"Halton Regional Health Unit","Halton",9,0,7
2020-04-14,3536,"Halton Regional Health Unit","Halton",7,0,0
2020-04-15,3536,"Halton Regional Health Unit","Halton",7,1,0
2020-04-16,3536,"Halton Regional Health Unit","Halton",7,1,0
2020-04-17,3536,"Halton Regional Health Unit","Halton",9,0,1
2020-04-18,3536,"Halton Regional Health Unit","Halton",9,1,0
2020-04-19,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-04-20,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-04-21,3536,"Halton Regional Health Unit","Halton",5,0,4
2020-04-22,3536,"Halton Regional Health Unit","Halton",18,0,0
2020-04-23,3536,"Halton Regional Health Unit","Halton",6,1,2
2020-04-24,3536,"Halton Regional Health Unit","Halton",5,0,1
2020-04-25,3536,"Halton Regional Health Unit","Halton",5,0,1
2020-04-26,3536,"Halton Regional Health Unit","Halton",5,0,1
2020-04-27,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-04-28,3536,"Halton Regional Health Unit","Halton",7,0,0
2020-04-29,3536,"Halton Regional Health Unit","Halton",14,0,1
2020-04-30,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-05-01,3536,"Halton Regional Health Unit","Halton",8,2,0
2020-05-02,3536,"Halton Regional Health Unit","Halton",7,0,0
2020-05-03,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-05-04,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-05-05,3536,"Halton Regional Health Unit","Halton",18,0,0
2020-05-06,3536,"Halton Regional Health Unit","Halton",6,0,1
2020-05-07,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-05-08,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-05-09,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-05-10,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-05-11,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-05-12,3536,"Halton Regional Health Unit","Halton",6,0,1
2020-05-13,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-05-14,3536,"Halton Regional Health Unit","Halton",18,0,0
2020-05-15,3536,"Halton Regional Health Unit","Halton",8,0,0
2020-05-16,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-05-17,3536,"Halton Regional Health Unit","Halton",25,0,0
2020-05-18,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-05-19,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-05-20,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-05-21,3536,"Halton Regional Health Unit","Halton",7,0,0
2020-05-22,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-05-23,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-05-24,3536,"Halton Regional Health Unit","Halton",6,0,0
2020-05-25,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-05-26,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-05-27,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-05-28,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-05-29,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-05-30,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-05-31,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-06-01,3536,"Halton Regional Health Unit","Halton",7,0,0
2020-06-02,3536,"Halton Regional Health Unit","Halton",7,0,0
2020-06-03,3536,"Halton Regional Health Unit","Halton",6,0,0
2020-06-04,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-06-05,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-06-06,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-06-07,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-06-08,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-06-09,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-06-10,3536,"Halton Regional Health Unit","Halton",7,0,0
2020-06-11,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-06-12,3536,"Halton Regional Health Unit","Halton",13,0,0
2020-06-13,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-06-14,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-06-15,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-06-16,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-06-17,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-06-18,3536,"Halton Regional Health Unit","Halton",4,1,0
2020-06-19,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-06-20,3536,"Halton Regional Health Unit","Halton",4,0,1
2020-06-21,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-06-22,3536,"Halton Regional Health Unit","Halton",9,0,0
2020-06-23,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-06-24,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-06-25,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-06-26,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-06-27,3536,"Halton Regional Health Unit","Halton",6,0,0
2020-06-28,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-06-29,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-06-30,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-07-01,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-07-02,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-07-03,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-07-04,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-07-05,3536,"Halton Regional Health Unit","Halton",8,0,0
2020-07-06,3536,"Halton Regional Health Unit","Halton",7,0,0
2020-07-07,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-07-08,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-07-09,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-07-10,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-07-11,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-07-12,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-07-13,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-07-14,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-07-15,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-07-16,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-07-17,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-07-18,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-07-19,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-07-20,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-07-21,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-07-22,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-07-23,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-07-24,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-07-25,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-07-26,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-07-27,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-07-28,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-07-29,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-07-30,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-07-31,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-08-01,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-02,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-03,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-04,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-05,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-06,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-08-07,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-08-08,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-08-09,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-08-10,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-08-11,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-08-12,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-08-13,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-08-14,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-08-15,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-08-16,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-17,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-18,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-08-19,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-08-20,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-21,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-08-22,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-23,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-08-24,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-25,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-08-26,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-08-27,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-08-28,3536,"Halton Regional Health Unit","Halton",1,0,0
2020-08-29,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-08-30,3536,"Halton Regional Health Unit","Halton",6,0,0
2020-08-31,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-09-01,3536,"Halton Regional Health Unit","Halton",0,0,0
2020-09-02,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-09-03,3536,"Halton Regional Health Unit","Halton",3,0,0
2020-09-04,3536,"Halton Regional Health Unit","Halton",2,0,0
2020-09-05,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-09-06,3536,"Halton Regional Health Unit","Halton",6,0,0
2020-09-07,3536,"Halton Regional Health Unit","Halton",7,0,0
2020-09-08,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-09-09,3536,"Halton Regional Health Unit","Halton",6,0,0
2020-09-10,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-09-11,3536,"Halton Regional Health Unit","Halton",9,0,0
2020-09-12,3536,"Halton Regional Health Unit","Halton",6,0,0
2020-09-13,3536,"Halton Regional Health Unit","Halton",4,0,0
2020-09-14,3536,"Halton Regional Health Unit","Halton",5,0,0
2020-09-15,3536,"Halton Regional Health Unit","Halton",9,0,0
2020-09-16,3536,"Halton Regional Health Unit","Halton",14,0,0
2020-09-17,3536,"Halton Regional Health Unit","Halton",19,0,0
2020-09-18,3536,"Halton Regional Health Unit","Halton",30,0,0
2020-09-19,3536,"Halton Regional Health Unit","Halton",15,0,0
2020-09-20,3536,"Halton Regional Health Unit","Halton",12,0,0
2020-09-21,3536,"Halton Regional Health Unit","Halton",17,0,0
2020-09-22,3536,"Halton Regional Health Unit","Halton",10,0,0
2020-09-23,3536,"Halton Regional Health Unit","Halton",9,0,0
2020-09-24,3536,"Halton Regional Health Unit","Halton",16,0,0
2020-09-25,3536,"Halton Regional Health Unit","Halton",8,0,0
2020-09-26,3536,"Halton Regional Health Unit","Halton",10,0,0
2020-09-27,3536,"Halton Regional Health Unit","Halton",17,0,0
2020-09-28,3536,"Halton Regional Health Unit","Halton",12,0,0
2020-09-29,3536,"Halton Regional Health Unit","Halton",19,0,0
2020-09-30,3536,"Halton Regional Health Unit","Halton",8,0,0
2020-10-01,3536,"Halton Regional Health Unit","Halton",12,0,0
2020-10-02,3536,"Halton Regional Health Unit","Halton",29,1,0
2020-10-03,3536,"Halton Regional Health Unit","Halton",17,1,0
2020-10-04,3536,"Halton Regional Health Unit","Halton",24,1,0
2020-10-05,3536,"Halton Regional Health Unit","Halton",20,1,2
2020-10-06,3536,"Halton Regional Health Unit","Halton",34,0,0
2020-10-07,3536,"Halton Regional Health Unit","Halton",26,0,0
2020-10-08,3536,"Halton Regional Health Unit","Halton",56,0,0
2020-10-09,3536,"Halton Regional Health Unit","Halton",44,0,0
2020-10-10,3536,"Halton Regional Health Unit","Halton",34,0,0
2020-10-11,3536,"Halton Regional Health Unit","Halton",19,0,0
2020-10-12,3536,"Halton Regional Health Unit","Halton",32,0,0
2020-10-13,3536,"Halton Regional Health Unit","Halton",28,0,0
2020-10-14,3536,"Halton Regional Health Unit","Halton",43,1,1
2020-10-15,3536,"Halton Regional Health Unit","Halton",19,0,1
2020-10-16,3536,"Halton Regional Health Unit","Halton",17,0,1
2020-01-23,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-01-24,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-01-25,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-01-26,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-01-27,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-01-28,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-01-29,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-01-30,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-01-31,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-01,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-02,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-03,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-04,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-05,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-06,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-07,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-08,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-09,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-10,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-11,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-12,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-13,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-14,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-15,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-16,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-17,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-18,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-19,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-20,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-21,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-22,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-23,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-24,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-25,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-26,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-27,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-28,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-02-29,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-01,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-02,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-03,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-04,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-05,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-06,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-07,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-08,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-09,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-10,3537,"City of Hamilton Health Unit","Hamilton",1,0,0
2020-03-11,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-12,3537,"City of Hamilton Health Unit","Hamilton",0,0,0
2020-03-13,3537,"City of Hamilton Health Unit","Hamilton",5,0,0
2020-03-14,3537,"City of Hamilton Health Unit","Hamilton",2,0,0
2020-03-15,3537,"City of Hamilton Health Unit","Hamilton",2,0,0
2020-03-16,3537,"City of Hamilton Health Unit","Hamilton",7,0,0
2020-03-17,3537,"City of Hamilton Health Unit","Hamilton",3,1,0
2020-03-18,3537,"City of Hamilton Health Unit","Hamilton",3,0,0
2020-03-19,3537,"City of Hamilton Health Unit","Hamilton",1,0,0
2020-03-20,3537,"City of Hamilton Health Unit","Hamilton",2,0,0
2020-03-21,3537,"City of Hamilton Health Unit","Hamilton",4,0,0
2020-03-22,3537,"City of Hamilton Health Unit","Hamilton",2,1,0
2020-03-23,3537,"City of Hamilton Health Unit","Hamilton",5,0,0
2020-03-24,3537,"City of Hamilton Health Unit","Hamilton",3,0,1
2020-03-25,3537,"City of Hamilton Health Unit","Hamilton",4,0,0
2020-03-26,3537,"City of Hamilton Health Unit","Hamilton",5,0,0
2020-03-27,3537,"City of Hamilton Health Unit","Hamilton",8,0,0
2020-03-28,3537,"City of Hamilton Health Unit","Hamilton",13,1,0
2020-03-29,3537,"City of Hamilton Health Unit","Hamilton",16,0,0
2020-03-30,3537,"City of Hamilton Health Unit","Hamilton",8,0,0
2020-03-31,3537,"City of Hamilton Health Unit","Hamilton",17,1,0
2020-04-01,3537,"City of Hamilton Health Unit","Hamilton",12,1,0
2020-04-02,3537,"City of Hamilton Health Unit","Hamilton",11,0,1
2020-04-03,3537,"City of Hamilton Health Unit","Hamilton",11,2,0
2020-04-04,3537,"City of Hamilton Health Unit","Hamilton",13,1,1
2020-04-05,3537,"City of Hamilton Health Unit","Hamilton",9,1,0
2020-04-06,3537,"City of Hamilton Health Unit","Hamilton",13,1,2
2020-04-07,3537,"City of Hamilton Health Unit","Hamilton",8,1,0
2020-04-08,3537,"City of Hamilton Health Unit","Hamilton",10,0,0
2020-04-09,3537,"City of Hamilton Health Unit","Hamilton",14,3,1
2020-04-10,3537,"City of Hamilton Health Unit","Hamilton",4,0,0
2020-04-11,3537,"City of Hamilton Health Unit","Hamilton",19,2,0
2020-04-12,3537,"City of Hamilton Health Unit","Hamilton",5,1,2
2020-04-13,3537,"City of Hamilton Health Unit","Hamilton",12,1,1
2020-04-14,3537,"City of Hamilton Health Unit","Hamilton",13,0,0
2020-04-15,3537,"City of Hamilton Health Unit","Hamilton",30,0,1
2020-04-16,3537,"City of Hamilton Health Unit","Hamilton",9,2,1
2020-04-17,3537,"City of Hamilton Health Unit","Hamilton",6,0,0
2020-04-18,3537,"City of Hamilton Health Unit","Hamilton",5,0,2
2020-04-19,3537,"City of Hamilton Health Unit","Hamilton",10,0,1
2020-04-20,3537,"City of Hamilton Health Unit","Hamilton",13,1,2
2020-04-21,3537,"City of Hamilton Health Unit","Hamilton",4,0,0
2020-04-22,3537,"City of Hamilton Health Unit","Hamilton",9,1,1
2020-04-23,3537,"City of Hamilton Health Unit","Hamilton",6,1,0
2020-04-24,3537,"City of Hamilton Health Unit","Hamilton",21,0,0
2020-04-25,3537,"City of Hamilton Health Unit","Hamilton",6,0,0
2020-04-26,3537,"City of Hamilton Health Unit","Hamilton",16,1,0
2020-04-27,3537,"City of Hamilton Health Unit","Hamilton",4,0,0
2020-04-28,3537,"City of Hamilton Health Unit","Hamilton",9,1,2
2020-04-29,3537,"City of Hamilton Health Unit","Hamilton",6,0,0
