"Date","Unit_ID","Name_Full","Name_Short","Active"
2020-10-24,3551,"City of Ottawa Health Unit","Ottawa",709
2020-10-24,3553,"Peel Regional Health Unit","Peel",1323
2020-10-24,3555,"Peterborough County-City Health Unit","Peterborough",7
2020-10-24,3556,"Porcupine Health Unit","Porcupine",5
2020-10-24,3557,"Renfrew County and District Health Unit","Renfrew",12
2020-10-24,3558,"The Eastern Ontario Health Unit","Eastern",139
2020-10-24,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",110
2020-10-24,3561,"Sudbury and District Health Unit","Sudbury",11
2020-10-24,3562,"Thunder Bay District Health Unit","Thunder Bay",5
2020-10-24,3563,"Timiskaming Health Unit","Timiskaming",0
2020-10-24,3565,"Waterloo Health Unit","Waterloo",90
2020-10-24,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",69
2020-10-24,3568,"Windsor-Essex County Health Unit","Windsor-Essex",33
2020-10-24,3570,"York Regional Health Unit","York",904
2020-10-24,3575,"Southwestern Public Health","Southwestern",19
2020-10-24,3595,"City of Toronto Health Unit","Toronto",2811
2020-10-25,3500,"Huron Perth Health Unit","Huron Perth",3
2020-10-25,3526,"The District of Algoma Health Unit","Algoma",3
2020-10-25,3527,"Brant County Health Unit","Brant",57
2020-10-25,3530,"Durham Regional Health Unit","Durham",239
2020-10-25,3533,"Grey Bruce Health Unit","Grey Bruce",10
2020-10-25,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",26
2020-10-25,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",3
2020-10-25,3536,"Halton Regional Health Unit","Halton",218
2020-10-25,3537,"City of Hamilton Health Unit","Hamilton",145
2020-10-25,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",6
2020-10-25,3540,"Chatham-Kent Health Unit","Chatham-Kent",25
2020-10-25,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",5
2020-10-25,3542,"Lambton Health Unit","Lambton",6
2020-10-25,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",15
2020-10-25,3544,"Middlesex-London Health Unit","Middlesex-London",63
2020-10-25,3546,"Niagara Regional Area Health Unit","Niagara",90
2020-10-25,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",3
2020-10-25,3549,"Northwestern Health Unit","Northwestern",2
2020-10-25,3551,"City of Ottawa Health Unit","Ottawa",718
2020-10-25,3553,"Peel Regional Health Unit","Peel",1386
2020-10-25,3555,"Peterborough County-City Health Unit","Peterborough",10
2020-10-25,3556,"Porcupine Health Unit","Porcupine",7
2020-10-25,3557,"Renfrew County and District Health Unit","Renfrew",13
2020-10-25,3558,"The Eastern Ontario Health Unit","Eastern",134
2020-10-25,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",134
2020-10-25,3561,"Sudbury and District Health Unit","Sudbury",11
2020-10-25,3562,"Thunder Bay District Health Unit","Thunder Bay",5
2020-10-25,3563,"Timiskaming Health Unit","Timiskaming",0
2020-10-25,3565,"Waterloo Health Unit","Waterloo",87
2020-10-25,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",72
2020-10-25,3568,"Windsor-Essex County Health Unit","Windsor-Essex",33
2020-10-25,3570,"York Regional Health Unit","York",915
2020-10-25,3575,"Southwestern Public Health","Southwestern",18
2020-10-25,3595,"City of Toronto Health Unit","Toronto",2824
2020-10-26,3500,"Huron Perth Health Unit","Huron Perth",3
2020-10-26,3526,"The District of Algoma Health Unit","Algoma",3
2020-10-26,3527,"Brant County Health Unit","Brant",59
2020-10-26,3530,"Durham Regional Health Unit","Durham",249
2020-10-26,3533,"Grey Bruce Health Unit","Grey Bruce",9
2020-10-26,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",29
2020-10-26,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",2
2020-10-26,3536,"Halton Regional Health Unit","Halton",194
2020-10-26,3537,"City of Hamilton Health Unit","Hamilton",135
2020-10-26,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",6
2020-10-26,3540,"Chatham-Kent Health Unit","Chatham-Kent",24
2020-10-26,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",5
2020-10-26,3542,"Lambton Health Unit","Lambton",6
2020-10-26,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",16
2020-10-26,3544,"Middlesex-London Health Unit","Middlesex-London",59
2020-10-26,3546,"Niagara Regional Area Health Unit","Niagara",78
2020-10-26,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",1
2020-10-26,3549,"Northwestern Health Unit","Northwestern",1
2020-10-26,3551,"City of Ottawa Health Unit","Ottawa",725
2020-10-26,3553,"Peel Regional Health Unit","Peel",1424
2020-10-26,3555,"Peterborough County-City Health Unit","Peterborough",10
2020-10-26,3556,"Porcupine Health Unit","Porcupine",4
2020-10-26,3557,"Renfrew County and District Health Unit","Renfrew",14
2020-10-26,3558,"The Eastern Ontario Health Unit","Eastern",132
2020-10-26,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",128
2020-10-26,3561,"Sudbury and District Health Unit","Sudbury",13
2020-10-26,3562,"Thunder Bay District Health Unit","Thunder Bay",5
2020-10-26,3563,"Timiskaming Health Unit","Timiskaming",0
2020-10-26,3565,"Waterloo Health Unit","Waterloo",85
2020-10-26,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",67
2020-10-26,3568,"Windsor-Essex County Health Unit","Windsor-Essex",46
2020-10-26,3570,"York Regional Health Unit","York",923
2020-10-26,3575,"Southwestern Public Health","Southwestern",17
2020-10-26,3595,"City of Toronto Health Unit","Toronto",2946
2020-10-28,3500,"Huron Perth Health Unit","Huron Perth",6
2020-10-28,3526,"The District of Algoma Health Unit","Algoma",4
2020-10-28,3527,"Brant County Health Unit","Brant",62
2020-10-28,3530,"Durham Regional Health Unit","Durham",227
2020-10-28,3533,"Grey Bruce Health Unit","Grey Bruce",4
2020-10-28,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",31
2020-10-28,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",3
2020-10-28,3536,"Halton Regional Health Unit","Halton",183
2020-10-28,3537,"City of Hamilton Health Unit","Hamilton",151
2020-10-28,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",5
2020-10-28,3540,"Chatham-Kent Health Unit","Chatham-Kent",31
2020-10-28,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",7
2020-10-28,3542,"Lambton Health Unit","Lambton",2
2020-10-28,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",21
2020-10-28,3544,"Middlesex-London Health Unit","Middlesex-London",53
2020-10-28,3546,"Niagara Regional Area Health Unit","Niagara",93
2020-10-28,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",1
2020-10-28,3549,"Northwestern Health Unit","Northwestern",2
2020-10-28,3551,"City of Ottawa Health Unit","Ottawa",690
2020-10-28,3553,"Peel Regional Health Unit","Peel",1427
2020-10-28,3555,"Peterborough County-City Health Unit","Peterborough",7
2020-10-28,3556,"Porcupine Health Unit","Porcupine",4
2020-10-28,3557,"Renfrew County and District Health Unit","Renfrew",12
2020-10-28,3558,"The Eastern Ontario Health Unit","Eastern",122
2020-10-28,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",125
2020-10-28,3561,"Sudbury and District Health Unit","Sudbury",12
2020-10-28,3562,"Thunder Bay District Health Unit","Thunder Bay",4
2020-10-28,3563,"Timiskaming Health Unit","Timiskaming",0
2020-10-28,3565,"Waterloo Health Unit","Waterloo",76
2020-10-28,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",62
2020-10-28,3568,"Windsor-Essex County Health Unit","Windsor-Essex",42
2020-10-28,3570,"York Regional Health Unit","York",953
2020-10-28,3575,"Southwestern Public Health","Southwestern",17
2020-10-28,3595,"City of Toronto Health Unit","Toronto",3139
2020-10-29,3500,"Huron Perth Health Unit","Huron Perth",6
2020-10-29,3526,"The District of Algoma Health Unit","Algoma",2
2020-10-29,3527,"Brant County Health Unit","Brant",62
2020-10-29,3530,"Durham Regional Health Unit","Durham",228
2020-10-29,3533,"Grey Bruce Health Unit","Grey Bruce",4
2020-10-29,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",31
2020-10-29,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",4
2020-10-29,3536,"Halton Regional Health Unit","Halton",188
2020-10-29,3537,"City of Hamilton Health Unit","Hamilton",152
2020-10-29,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",5
2020-10-29,3540,"Chatham-Kent Health Unit","Chatham-Kent",30
2020-10-29,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",7
2020-10-29,3542,"Lambton Health Unit","Lambton",0
2020-10-29,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",19
2020-10-29,3544,"Middlesex-London Health Unit","Middlesex-London",52
2020-10-29,3546,"Niagara Regional Area Health Unit","Niagara",106
2020-10-29,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",0
2020-10-29,3549,"Northwestern Health Unit","Northwestern",2
2020-10-29,3551,"City of Ottawa Health Unit","Ottawa",721
2020-10-29,3553,"Peel Regional Health Unit","Peel",1412
2020-10-29,3555,"Peterborough County-City Health Unit","Peterborough",6
2020-10-29,3556,"Porcupine Health Unit","Porcupine",4
2020-10-29,3557,"Renfrew County and District Health Unit","Renfrew",17
2020-10-29,3558,"The Eastern Ontario Health Unit","Eastern",130
2020-10-29,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",128
2020-10-29,3561,"Sudbury and District Health Unit","Sudbury",12
2020-10-29,3562,"Thunder Bay District Health Unit","Thunder Bay",4
2020-10-29,3563,"Timiskaming Health Unit","Timiskaming",0
2020-10-29,3565,"Waterloo Health Unit","Waterloo",79
2020-10-29,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",53
2020-10-29,3568,"Windsor-Essex County Health Unit","Windsor-Essex",39
2020-10-29,3570,"York Regional Health Unit","York",989
2020-10-29,3575,"Southwestern Public Health","Southwestern",19
2020-10-29,3595,"City of Toronto Health Unit","Toronto",3158
2020-10-30,3500,"Huron Perth Health Unit","Huron Perth",9
2020-10-30,3526,"The District of Algoma Health Unit","Algoma",2
2020-10-30,3527,"Brant County Health Unit","Brant",58
2020-10-30,3530,"Durham Regional Health Unit","Durham",206
2020-10-30,3533,"Grey Bruce Health Unit","Grey Bruce",9
2020-10-30,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",34
2020-10-30,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",3
2020-10-30,3536,"Halton Regional Health Unit","Halton",193
2020-10-30,3537,"City of Hamilton Health Unit","Hamilton",173
2020-10-30,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",7
2020-10-30,3540,"Chatham-Kent Health Unit","Chatham-Kent",28
2020-10-30,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",7
2020-10-30,3542,"Lambton Health Unit","Lambton",1
2020-10-30,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",19
2020-10-30,3544,"Middlesex-London Health Unit","Middlesex-London",51
2020-10-30,3546,"Niagara Regional Area Health Unit","Niagara",122
2020-10-30,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",0
2020-10-30,3549,"Northwestern Health Unit","Northwestern",2
2020-10-30,3551,"City of Ottawa Health Unit","Ottawa",714
2020-10-30,3553,"Peel Regional Health Unit","Peel",1511
2020-10-30,3555,"Peterborough County-City Health Unit","Peterborough",7
2020-10-30,3556,"Porcupine Health Unit","Porcupine",5
2020-10-30,3557,"Renfrew County and District Health Unit","Renfrew",16
2020-10-30,3558,"The Eastern Ontario Health Unit","Eastern",127
2020-10-30,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",135
2020-10-30,3561,"Sudbury and District Health Unit","Sudbury",11
2020-10-30,3562,"Thunder Bay District Health Unit","Thunder Bay",6
2020-10-30,3563,"Timiskaming Health Unit","Timiskaming",0
2020-10-30,3565,"Waterloo Health Unit","Waterloo",91
2020-10-30,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",53
2020-10-30,3568,"Windsor-Essex County Health Unit","Windsor-Essex",46
2020-10-30,3570,"York Regional Health Unit","York",1000
2020-10-30,3575,"Southwestern Public Health","Southwestern",20
2020-10-30,3595,"City of Toronto Health Unit","Toronto",3211
2020-10-31,3500,"Huron Perth Health Unit","Huron Perth",10
2020-10-31,3526,"The District of Algoma Health Unit","Algoma",1
2020-10-31,3527,"Brant County Health Unit","Brant",77
2020-10-31,3530,"Durham Regional Health Unit","Durham",189
2020-10-31,3533,"Grey Bruce Health Unit","Grey Bruce",9
2020-10-31,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",32
2020-10-31,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",4
2020-10-31,3536,"Halton Regional Health Unit","Halton",187
2020-10-31,3537,"City of Hamilton Health Unit","Hamilton",182
2020-10-31,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",8
2020-10-31,3540,"Chatham-Kent Health Unit","Chatham-Kent",29
2020-10-31,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",6
2020-10-31,3542,"Lambton Health Unit","Lambton",2
2020-10-31,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",16
2020-10-31,3544,"Middlesex-London Health Unit","Middlesex-London",47
2020-10-31,3546,"Niagara Regional Area Health Unit","Niagara",135
2020-10-31,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",0
2020-10-31,3549,"Northwestern Health Unit","Northwestern",2
2020-10-31,3551,"City of Ottawa Health Unit","Ottawa",766
2020-10-31,3553,"Peel Regional Health Unit","Peel",1533
2020-10-31,3555,"Peterborough County-City Health Unit","Peterborough",7
2020-10-31,3556,"Porcupine Health Unit","Porcupine",5
2020-10-31,3557,"Renfrew County and District Health Unit","Renfrew",17
2020-10-31,3558,"The Eastern Ontario Health Unit","Eastern",130
2020-10-31,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",148
2020-10-31,3561,"Sudbury and District Health Unit","Sudbury",11
2020-10-31,3562,"Thunder Bay District Health Unit","Thunder Bay",6
2020-10-31,3563,"Timiskaming Health Unit","Timiskaming",0
2020-10-31,3565,"Waterloo Health Unit","Waterloo",107
2020-10-31,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",55
2020-10-31,3568,"Windsor-Essex County Health Unit","Windsor-Essex",52
2020-10-31,3570,"York Regional Health Unit","York",1026
2020-10-31,3575,"Southwestern Public Health","Southwestern",21
2020-10-31,3595,"City of Toronto Health Unit","Toronto",3161
2020-11-01,3500,"Huron Perth Health Unit","Huron Perth",12
2020-11-01,3526,"The District of Algoma Health Unit","Algoma",1
2020-11-01,3527,"Brant County Health Unit","Brant",73
2020-11-01,3530,"Durham Regional Health Unit","Durham",188
2020-11-01,3533,"Grey Bruce Health Unit","Grey Bruce",7
2020-11-01,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",33
2020-11-01,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",4
2020-11-01,3536,"Halton Regional Health Unit","Halton",177
2020-11-01,3537,"City of Hamilton Health Unit","Hamilton",185
2020-11-01,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",6
2020-11-01,3540,"Chatham-Kent Health Unit","Chatham-Kent",28
2020-11-01,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",4
2020-11-01,3542,"Lambton Health Unit","Lambton",3
2020-11-01,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",15
2020-11-01,3544,"Middlesex-London Health Unit","Middlesex-London",46
2020-11-01,3546,"Niagara Regional Area Health Unit","Niagara",139
2020-11-01,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",0
2020-11-01,3549,"Northwestern Health Unit","Northwestern",2
2020-11-01,3551,"City of Ottawa Health Unit","Ottawa",764
2020-11-01,3553,"Peel Regional Health Unit","Peel",1570
2020-11-01,3555,"Peterborough County-City Health Unit","Peterborough",6
2020-11-01,3556,"Porcupine Health Unit","Porcupine",4
2020-11-01,3557,"Renfrew County and District Health Unit","Renfrew",16
2020-11-01,3558,"The Eastern Ontario Health Unit","Eastern",132
2020-11-01,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",163
2020-11-01,3561,"Sudbury and District Health Unit","Sudbury",8
2020-11-01,3562,"Thunder Bay District Health Unit","Thunder Bay",5
2020-11-01,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-01,3565,"Waterloo Health Unit","Waterloo",115
2020-11-01,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",56
2020-11-01,3568,"Windsor-Essex County Health Unit","Windsor-Essex",73
2020-11-01,3570,"York Regional Health Unit","York",1036
2020-11-01,3575,"Southwestern Public Health","Southwestern",31
2020-11-01,3595,"City of Toronto Health Unit","Toronto",3194
2020-11-02,3500,"Huron Perth Health Unit","Huron Perth",11
2020-11-02,3526,"The District of Algoma Health Unit","Algoma",0
2020-11-02,3527,"Brant County Health Unit","Brant",78
2020-11-02,3530,"Durham Regional Health Unit","Durham",211
2020-11-02,3533,"Grey Bruce Health Unit","Grey Bruce",6
2020-11-02,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",30
2020-11-02,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",5
2020-11-02,3536,"Halton Regional Health Unit","Halton",229
2020-11-02,3537,"City of Hamilton Health Unit","Hamilton",192
2020-11-02,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",6
2020-11-02,3540,"Chatham-Kent Health Unit","Chatham-Kent",26
2020-11-02,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",4
2020-11-02,3542,"Lambton Health Unit","Lambton",3
2020-11-02,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",9
2020-11-02,3544,"Middlesex-London Health Unit","Middlesex-London",44
2020-11-02,3546,"Niagara Regional Area Health Unit","Niagara",162
2020-11-02,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",0
2020-11-02,3549,"Northwestern Health Unit","Northwestern",2
2020-11-02,3551,"City of Ottawa Health Unit","Ottawa",730
2020-11-02,3553,"Peel Regional Health Unit","Peel",1592
2020-11-02,3555,"Peterborough County-City Health Unit","Peterborough",5
2020-11-02,3556,"Porcupine Health Unit","Porcupine",4
2020-11-02,3557,"Renfrew County and District Health Unit","Renfrew",15
2020-11-02,3558,"The Eastern Ontario Health Unit","Eastern",107
2020-11-02,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",169
2020-11-02,3561,"Sudbury and District Health Unit","Sudbury",8
2020-11-02,3562,"Thunder Bay District Health Unit","Thunder Bay",5
2020-11-02,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-02,3565,"Waterloo Health Unit","Waterloo",124
2020-11-02,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",56
2020-11-02,3568,"Windsor-Essex County Health Unit","Windsor-Essex",71
2020-11-02,3570,"York Regional Health Unit","York",1025
2020-11-02,3575,"Southwestern Public Health","Southwestern",46
2020-11-02,3595,"City of Toronto Health Unit","Toronto",3320
2020-11-03,3500,"Huron Perth Health Unit","Huron Perth",11
2020-11-03,3526,"The District of Algoma Health Unit","Algoma",2
2020-11-03,3527,"Brant County Health Unit","Brant",70
2020-11-03,3530,"Durham Regional Health Unit","Durham",239
2020-11-03,3533,"Grey Bruce Health Unit","Grey Bruce",6
2020-11-03,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",31
2020-11-03,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",5
2020-11-03,3536,"Halton Regional Health Unit","Halton",256
2020-11-03,3537,"City of Hamilton Health Unit","Hamilton",205
2020-11-03,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",5
2020-11-03,3540,"Chatham-Kent Health Unit","Chatham-Kent",22
2020-11-03,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",4
2020-11-03,3542,"Lambton Health Unit","Lambton",3
2020-11-03,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",6
2020-11-03,3544,"Middlesex-London Health Unit","Middlesex-London",40
2020-11-03,3546,"Niagara Regional Area Health Unit","Niagara",170
2020-11-03,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",0
2020-11-03,3549,"Northwestern Health Unit","Northwestern",3
2020-11-03,3551,"City of Ottawa Health Unit","Ottawa",710
2020-11-03,3553,"Peel Regional Health Unit","Peel",1679
2020-11-03,3555,"Peterborough County-City Health Unit","Peterborough",6
2020-11-03,3556,"Porcupine Health Unit","Porcupine",2
2020-11-03,3557,"Renfrew County and District Health Unit","Renfrew",14
2020-11-03,3558,"The Eastern Ontario Health Unit","Eastern",98
2020-11-03,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",165
2020-11-03,3561,"Sudbury and District Health Unit","Sudbury",11
2020-11-03,3562,"Thunder Bay District Health Unit","Thunder Bay",4
2020-11-03,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-03,3565,"Waterloo Health Unit","Waterloo",128
2020-11-03,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",50
2020-11-03,3568,"Windsor-Essex County Health Unit","Windsor-Essex",57
2020-11-03,3570,"York Regional Health Unit","York",1015
2020-11-03,3575,"Southwestern Public Health","Southwestern",44
2020-11-03,3595,"City of Toronto Health Unit","Toronto",3260
2020-11-04,3500,"Huron Perth Health Unit","Huron Perth",13
2020-11-04,3526,"The District of Algoma Health Unit","Algoma",2
2020-11-04,3527,"Brant County Health Unit","Brant",77
2020-11-04,3530,"Durham Regional Health Unit","Durham",233
2020-11-04,3533,"Grey Bruce Health Unit","Grey Bruce",6
2020-11-04,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",31
2020-11-04,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",5
2020-11-04,3536,"Halton Regional Health Unit","Halton",286
2020-11-04,3537,"City of Hamilton Health Unit","Hamilton",217
2020-11-04,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",5
2020-11-04,3540,"Chatham-Kent Health Unit","Chatham-Kent",19
2020-11-04,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",3
2020-11-04,3542,"Lambton Health Unit","Lambton",5
2020-11-04,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",5
2020-11-04,3544,"Middlesex-London Health Unit","Middlesex-London",51
2020-11-04,3546,"Niagara Regional Area Health Unit","Niagara",176
2020-11-04,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",1
2020-11-04,3549,"Northwestern Health Unit","Northwestern",3
2020-11-04,3551,"City of Ottawa Health Unit","Ottawa",654
2020-11-04,3553,"Peel Regional Health Unit","Peel",1738
2020-11-04,3555,"Peterborough County-City Health Unit","Peterborough",7
2020-11-04,3556,"Porcupine Health Unit","Porcupine",2
2020-11-04,3557,"Renfrew County and District Health Unit","Renfrew",12
2020-11-04,3558,"The Eastern Ontario Health Unit","Eastern",108
2020-11-04,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",144
2020-11-04,3561,"Sudbury and District Health Unit","Sudbury",8
2020-11-04,3562,"Thunder Bay District Health Unit","Thunder Bay",2
2020-11-04,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-04,3565,"Waterloo Health Unit","Waterloo",135
2020-11-04,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",56
2020-11-04,3568,"Windsor-Essex County Health Unit","Windsor-Essex",59
2020-11-04,3570,"York Regional Health Unit","York",994
2020-11-04,3575,"Southwestern Public Health","Southwestern",46
2020-11-04,3595,"City of Toronto Health Unit","Toronto",3255
2020-11-05,3500,"Huron Perth Health Unit","Huron Perth",13
2020-11-05,3526,"The District of Algoma Health Unit","Algoma",3
2020-11-05,3527,"Brant County Health Unit","Brant",77
2020-11-05,3530,"Durham Regional Health Unit","Durham",234
2020-11-05,3533,"Grey Bruce Health Unit","Grey Bruce",6
2020-11-05,3534,"Haldimand-Norfolk Health Unit","Haldimand-Norfolk",25
2020-11-05,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit","Haliburton, Kawartha, Pine Ridge",8
2020-11-05,3536,"Halton Regional Health Unit","Halton",299
2020-11-05,3537,"City of Hamilton Health Unit","Hamilton",234
2020-11-05,3538,"Hastings and Prince Edward Counties Health Unit","Hastings and Prince Edward Counties",6
2020-11-05,3540,"Chatham-Kent Health Unit","Chatham-Kent",16
2020-11-05,3541,"Kingston, Frontenac and Lennox & Addington Health Unit","Kingston, Frontenac, and Lennox & Addington",4
2020-11-05,3542,"Lambton Health Unit","Lambton",6
2020-11-05,3543,"Leeds, Grenville and Lanark District Health Unit","Leeds, Grenville and Lanark",7
2020-11-05,3544,"Middlesex-London Health Unit","Middlesex-London",58
2020-11-05,3546,"Niagara Regional Area Health Unit","Niagara",182
2020-11-05,3547,"North Bay Parry Sound District Health Unit","North Bay Parry Sound",2
2020-11-05,3549,"Northwestern Health Unit","Northwestern",3
2020-11-05,3551,"City of Ottawa Health Unit","Ottawa",596
2020-11-05,3553,"Peel Regional Health Unit","Peel",1785
2020-11-05,3555,"Peterborough County-City Health Unit","Peterborough",7
2020-11-05,3556,"Porcupine Health Unit","Porcupine",1
2020-11-05,3557,"Renfrew County and District Health Unit","Renfrew",12
2020-11-05,3558,"The Eastern Ontario Health Unit","Eastern",108
2020-11-05,3560,"Simcoe Muskoka District Health Unit","Simcoe Muskoka",136
2020-11-05,3561,"Sudbury and District Health Unit","Sudbury",14
2020-11-05,3562,"Thunder Bay District Health Unit","Thunder Bay",2
2020-11-05,3563,"Timiskaming Health Unit","Timiskaming",0
2020-11-05,3565,"Waterloo Health Unit","Waterloo",151
2020-11-05,3566,"Wellington-Dufferin-Guelph Health Unit","Wellington-Dufferin-Guelph",63
2020-11-05,3568,"Windsor-Essex County Health Unit","Windsor-Essex",64
2020-11-05,3570,"York Regional Health Unit","York",992
2020-11-05,3575,"Southwestern Public Health","Southwestern",46
2020-11-05,3595,"City of Toronto Health Unit","Toronto",3238
2020-11-06,3500,"Huron Perth Health Unit","Huron Perth",19
2020-11-06,3526,"The District of Algoma Health Unit","Algoma",3
2020-11-06,3527,"Brant County Health Unit","Brant",81
2020-11-06,3530,"Durham Regional Health Unit","Durham",233
2020-11-06,3533,"Grey Bruce Health Unit","Grey Bruce",5
